Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
10.64.69.20:36622-10.64.69.76:5000,10.64.69.20,36622,10.64.69.76,5000,6,2025-08-16T10:11:55.825323,34474,14,33,56103,2574,11650,66,4007.3571428571427,3547.2645063516165,273,66,78.0,47.07772827994146,1702065.3245924467,1363.3462899576493,749.4347826086956521739130435,2213.951767538197,14463.000000,0.000000,34474.000000,2651.846153846153846153846154,3851.6417029225745,14463.000000,188.000000,32944.000000,1029.500000,2870.485313580941,15185.000000,0.000000,10,2,0,0,280,660,406.1031502001509,957.2431397574985,66,11650,1248.4468085106382,2618.585120852984,6856988.0351526365,2,2,0,12,46,0,0,0,2.357142857142857,1248.4468085106382,4007.3571428571427,78.0,280,5583.1,0.7142857142857143,1619510.3556303303,260.0,0.06060606060606061,15083.831293148462,14,56103,33,2574,64240,65535,10,32,749.4347826086956521739130435,2213.951767538197,14463.000000,0.000000,0,0,0,0
10.64.69.20:40100-34.36.137.203:443,10.64.69.20,40100,34.36.137.203,443,6,2025-08-16T10:11:56.906863,65181,2,2,171,171,105,66,85.5,27.577164466275352,105,66,85.5,27.577164466275352,5246.927785704423,61.3675764409874,21727.000000,37296.74940259539,64793.000000,1.000000,65181.000000,65181.000000,0,65181.000000,65181.000000,1.000000,1.000000,0,1.000000,1.000000,1,1,0,0,40,40,30.6837882204937,30.6837882204937,66,105,85.5,22.516660498395403,506.99999999999994,0,0,0,2,4,0,0,0,1.0,85.5,85.5,85.5,40,105.0,0.5,1610.8988815759194,105.0,0.5,1610.8988815759194,2,171,2,171,0,0,1,32,21727.000000,37296.74940259539,64793.000000,1.000000,0,0,0,0
10.64.69.20:36626-10.64.69.76:5000,10.64.69.20,36626,10.64.69.76,5000,6,2025-08-16T10:11:57.864456,22413,15,32,56169,2508,11650,66,3744.6,3723.139109484284,273,66,78.375,47.78091804300392,2617989.559630572,2096.9972783652347,487.2391304347826086956521739,635.5773992479458,2143.000000,0.000000,22413.000000,1600.928571428571428571428571,899.7293152161602,3835.000000,143.000000,21085.000000,680.1612903225806451612903226,995.6503434698412,3342.000000,0.000000,11,2,0,0,300,640,669.2544505420962,1427.7428278231384,66,11650,1248.4468085106382,2684.1214643068292,7204508.035152637,2,2,0,13,46,0,0,0,2.1333333333333333,1248.4468085106382,3744.6,78.375,300,5081.545454545455,0.7333333333333333,2493954.4014634364,260.0,0.0625,23200.820952126,15,56169,32,2508,64240,65535,11,32,487.2391304347826086956521739,635.5773992479458,2143.000000,0.000000,0,0,0,0
10.64.69.76:52785-10.64.69.20:5000,10.64.69.76,52785,10.64.69.20,5000,6,2025-08-16T10:11:59.706774,31752,5,5,614,757,368,60,122.8,137.0955870916347,363,54,151.4,137.61104606825717,43178.38246409674,314.9407911312673,3528.000000,5444.98712119689,15934.000000,0.000000,24310.000000,6077.500000,11361.981590667478,23099.000000,0.000000,31711.000000,7927.750000,6130.605754463963,15934.000000,1208.000000,1,2,0,0,100,100,157.47039556563365,157.47039556563365,54,368,137.1,130.37250050869199,16996.988888888893,2,2,0,3,9,0,0,0,1.0,137.1,122.8,151.4,100,368.0,0.2,11589.821113630636,291.5,0.4,18361.048122952885,5,614,5,757,65535,64240,4,20,3528.000000,5444.98712119689,15934.000000,0.000000,0,0,0,0
10.64.69.76:52786-10.64.69.20:5000,10.64.69.76,52786,10.64.69.20,5000,6,2025-08-16T10:11:59.706774,38284,5,5,625,670,379,60,125.0,142.01408380861386,261,54,134.0,104.58728412192373,33826.141469021,261.2057256295058,4253.777777777777777777777778,6420.175947312071,18701.000000,0.000000,28940.000000,7235.000000,13674.55839628225,27729.000000,0.000000,37972.000000,9493.000000,7405.352433656798,18701.000000,1012.000000,1,2,0,0,100,100,130.6028628147529,130.6028628147529,54,379,129.5,117.67587310536987,13847.611111111113,2,2,0,3,9,0,0,0,1.0,129.5,125.0,134.0,100,379.0,0.2,9899.69700135827,248.0,0.4,12955.803991223489,5,625,5,670,65535,64240,4,20,4253.777777777777777777777778,6420.175947312071,18701.000000,0.000000,0,0,0,0
10.64.69.20:36628-10.64.69.76:5000,10.64.69.20,36628,10.64.69.76,5000,6,2025-08-16T10:11:59.901546,28844,17,29,56301,2310,8754,66,3311.823529411765,2807.175632092115,273,66,79.65517241379311,50.09510659169713,2031999.7226459575,1594.7857440022187,640.9777777777777777777777778,896.5152356077211,4261.000000,0.000000,28844.000000,1802.750000,1089.2780177714044,4707.000000,799.000000,26850.000000,958.9285714285714285714285714,1486.042642540831,5600.000000,0.000000,13,2,0,0,340,580,589.377340174733,1005.4084038274857,66,8754,1274.1521739130435,2300.3269039893853,5291503.8652173905,2,2,0,15,45,0,0,0,1.7058823529411764,1274.1521739130435,3311.823529411765,79.65517241379311,340,4309.923076923077,0.7647058823529411,1942483.7054500068,260.0,0.06896551724137931,18028.01275828595,17,56301,29,2310,64240,65535,13,32,640.9777777777777777777777778,896.5152356077211,4261.000000,0.000000,0,0,0,0
10.64.69.20:45776-13.107.246.58:443,10.64.69.20,45776,13.107.246.58,443,6,2025-08-16T10:12:01.019893,76416,1,1,66,66,66,66,66.0,0,66,66,66.0,0,1727.3869346733668,26.172529313232832,76416.000000,0,76416.000000,76416.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,13.086264656616416,13.086264656616416,66,66,66.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,66.0,66.0,66.0,20,0,0.0,0.0,0,0.0,0.0,1,66,1,66,0,0,0,32,76416.000000,0,76416.000000,76416.000000,0,0,0,0
10.64.69.20:38328-10.64.69.76:5000,10.64.69.20,38328,10.64.69.76,5000,6,2025-08-16T10:12:01.757599,21696,8,6,2854,792,2170,66,356.75,736.4384854535665,273,66,132.0,99.53692782078419,168049.4100294985,645.2802359882006,1668.923076923076923076923077,1809.6178906764849,5406.000000,0.000000,21696.000000,3099.428571428571428571428571,1923.5485313297797,5406.000000,984.000000,20534.000000,4106.800000,2709.930755572917,6736.000000,0.000000,2,2,0,0,160,120,368.7315634218289,276.5486725663717,66,2170,260.42857142857144,556.0240330010253,309162.72527472524,2,2,0,4,13,0,0,0,0.75,260.42857142857144,356.75,132.0,160,1225.0,0.25,112924.04129793511,260.0,0.3333333333333333,23967.55162241888,8,2854,6,792,64240,65535,2,32,1668.923076923076923076923077,1809.6178906764849,5406.000000,0.000000,0,0,0,0
10.64.69.20:39066-18.97.36.72:443,10.64.69.20,39066,18.97.36.72,443,6,2025-08-16T10:12:02.597941,549146,2,1,373,184,307,66,186.5,170.41273426595797,184,184,184.0,0,1014.3022074275328,5.463028047185994,274573.000000,388211.5223663512,549080.000000,66.000000,549146.000000,549146.000000,0,549146.000000,549146.000000,0,0,0,0,0,1,1,0,0,40,20,3.642018698123996,1.821009349061998,66,307,185.66666666666666,120.50864422660034,14522.333333333336,0,0,0,2,3,0,0,0,0.5,185.66666666666666,186.5,184.0,40,307.0,0.5,559.0498701620334,184.0,1.0,335.0657202274076,2,373,1,184,0,0,1,32,274573.000000,388211.5223663512,549080.000000,66.000000,0,0,0,0
10.64.69.20:38342-10.64.69.76:5000,10.64.69.20,38342,10.64.69.76,5000,6,2025-08-16T10:12:03.786732,25517,8,6,2854,792,2170,66,356.75,736.4384854535665,273,66,132.0,99.53692782078419,142885.13539992945,548.6538386173922,1962.846153846153846153846154,4468.847965754221,16710.000000,11.000000,25517.000000,3645.285714285714285714285714,5812.405603944197,16710.000000,378.000000,23972.000000,4794.400000,7477.431230041504,18125.000000,793.000000,2,2,0,0,160,120,313.51647920993844,235.13735940745383,66,2170,260.42857142857144,556.0240330010253,309162.72527472524,2,2,0,4,13,0,0,0,0.75,260.42857142857144,356.75,132.0,160,1225.0,0.25,96014.42175804365,260.0,0.3333333333333333,20378.571148646,8,2854,6,792,64240,65535,2,32,1962.846153846153846153846154,4468.847965754221,16710.000000,11.000000,0,0,0,0
