Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
10.64.69.20:36576-192.168.0.207:5000,10.64.69.20,36576,192.168.0.207,5000,6,2025-08-16T09:57:10.563979,7192686,7,0,518,0,74,74,74.0,0.0,0,0,0,0,72.0176023254734,0.9732108422361271,1198781.000000,416194.8895178796,2048059.000000,1021588.000000,7192686.000000,1198781.000000,416194.8895178796,2048059.000000,1021588.000000,0,0,0,0,0,0,0,0,0,140,0,0.9732108422361271,0.0,74,74,74.0,0.0,0.0,0,7,0,0,0,0,0,0,0.0,74.0,74.0,0,140,0,0.0,0.0,0,0,0.0,7,518,0,0,64240,0,0,40,0,0,0,0,1198781.000000,416194.8895178796,2048059.000000,1021588.000000
10.64.69.20:59570-20.189.173.5:443,10.64.69.20,59570,20.189.173.5,443,6,2025-08-16T09:57:21.340295,495055,1,1,66,66,66,66,66.0,0,66,66,66.0,0,266.6370403288523,4.039955156497762,495055.000000,0,495055.000000,495055.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2.019977578248881,2.019977578248881,66,66,66.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,66.0,66.0,66.0,20,0,0.0,0.0,0,0.0,0.0,1,66,1,66,0,0,0,32,495055.000000,0,495055.000000,495055.000000,0,0,0,0
10.64.69.20:59562-20.189.173.5:443,10.64.69.20,59562,20.189.173.5,443,6,2025-08-16T09:57:21.468723,366628,1,1,66,66,66,66,66.0,0,66,66,66.0,0,360.0379676402239,5.455120721821574,366628.000000,0,366628.000000,366628.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2.727560360910787,2.727560360910787,66,66,66.0,0.0,0.0,0,0,0,0,2,0,0,0,1.0,66.0,66.0,66.0,20,0,0.0,0.0,0,0.0,0.0,1,66,1,66,0,0,0,32,366628.000000,0,366628.000000,366628.000000,0,0,0,0
10.64.69.76:51805-10.64.69.20:5000,10.64.69.76,51805,10.64.69.20,5000,6,2025-08-16T09:57:22.094660,62688,5,5,614,758,368,60,122.8,137.0955870916347,364,54,151.6,137.9956521054196,21886.166411434406,159.5201633486473,6965.333333333333333333333333,12077.380614189486,32211.000000,1.000000,62647.000000,15661.750000,27470.58770606604,56649.000000,1.000000,62631.000000,15657.750000,14426.38308505173,32211.000000,1367.000000,1,2,0,0,100,100,79.76008167432364,79.76008167432364,54,368,137.2,130.56526677830092,17047.288888888892,2,2,0,3,9,0,0,0,1.0,137.2,122.8,151.6,100,368.0,0.2,5870.34201123022,292.0,0.4,9315.977539561001,5,614,5,758,65535,64240,4,20,6965.333333333333333333333333,12077.380614189486,32211.000000,1.000000,0,0,0,0
10.64.69.76:51806-10.64.69.20:5000,10.64.69.76,51806,10.64.69.20,5000,6,2025-08-16T09:57:22.100657,61212,5,5,625,670,379,60,125.0,142.01408380861386,261,54,134.0,104.58728412192373,21155.982487094032,163.36666013200025,6801.333333333333333333333333,13091.104460663355,39058.000000,0.000000,61132.000000,15283.000000,27914.192602808103,57055.000000,0.000000,60920.000000,15230.000000,16934.419564897995,39058.000000,2465.000000,1,2,0,0,100,100,81.68333006600012,81.68333006600012,54,379,129.5,117.67587310536987,13847.611111111113,2,2,0,3,9,0,0,0,1.0,129.5,125.0,134.0,100,379.0,0.2,6191.59641900281,248.0,0.4,8102.986342547212,5,625,5,670,65535,64240,4,20,6801.333333333333333333333333,13091.104460663355,39058.000000,0.000000,0,0,0,0
10.64.69.76:51807-10.64.69.20:5000,10.64.69.76,51807,10.64.69.20,5000,6,2025-08-16T09:57:23.859782,30663,10,7,1057,12981,511,60,105.7,142.42038711738803,7354,54,1854.4285714285713,2896.9795682827344,457815.6083879594,554.4141147311092,1916.437500,2727.3944823769075,10914.000000,0.000000,30663.000000,3407.000000,5329.8812838561425,16324.000000,0.000000,27488.000000,4581.333333333333333333333333,3206.8344308159512,10914.000000,2011.000000,1,4,0,0,200,140,326.1259498418289,228.28816488928024,54,7354,825.7647058823529,1986.3514457860852,3945592.066176471,2,2,0,5,16,0,0,0,0.7,825.7647058823529,105.7,1854.4285714285713,200,511.0,0.1,16665.03603691746,3201.75,0.5714285714285714,417669.5039624303,10,1057,7,12981,65535,64240,9,20,1916.437500,2727.3944823769075,10914.000000,0.000000,0,0,0,0
10.64.69.76:51808-10.64.69.20:5000,10.64.69.76,51808,10.64.69.20,5000,6,2025-08-16T09:57:23.859783,115546,5,5,614,758,368,60,122.8,137.0955870916347,364,54,151.6,137.9956521054196,11874.058816402126,86.54561819535077,12838.44444444444444444444444,20023.539785157314,56351.000000,1.000000,115466.000000,28866.500000,32199.014793416685,57132.000000,1.000000,115187.000000,28796.750000,23091.69675265693,58340.000000,3161.000000,1,2,0,0,100,100,43.272809097675385,43.272809097675385,54,368,137.2,130.56526677830092,17047.288888888892,2,2,0,3,9,0,0,0,1.0,137.2,122.8,151.6,100,368.0,0.2,3184.8787495889082,292.0,0.4,5054.264102608485,5,614,5,758,65535,64240,4,20,12838.44444444444444444444444,20023.539785157314,56351.000000,1.000000,0,0,0,0
10.64.69.76:51809-10.64.69.20:5000,10.64.69.76,51809,10.64.69.20,5000,6,2025-08-16T09:57:23.918115,91811,5,5,625,670,379,60,125.0,142.01408380861386,261,54,134.0,104.58728412192373,14105.063663395453,108.91941052815022,10201.22222222222222222222222,22939.952657850983,68890.000000,0.000000,91775.000000,22943.750000,44676.47346851957,89946.000000,0.000000,91744.000000,22936.000000,31846.43808444936,68890.000000,1116.000000,1,2,0,0,100,100,54.45970526407511,54.45970526407511,54,379,129.5,117.67587310536987,13847.611111111113,2,2,0,3,9,0,0,0,1.0,129.5,125.0,134.0,100,379.0,0.2,4128.045659016893,248.0,0.4,5402.4027621962505,5,625,5,670,65535,64240,4,20,10201.22222222222222222222222,22939.952657850983,68890.000000,0.000000,0,0,0,0
10.64.69.76:51810-10.64.69.20:5000,10.64.69.76,51810,10.64.69.20,5000,6,2025-08-16T09:57:28.920816,23301,5,5,614,758,368,60,122.8,137.0955870916347,364,54,151.6,137.9956521054196,58881.59306467534,429.16613020900394,2589.000000,5565.560551283222,17139.000000,0.000000,23263.000000,5815.750000,10977.515243290107,22267.000000,0.000000,23255.000000,5813.750000,7613.413486516194,17139.000000,1289.000000,1,2,0,0,100,100,214.58306510450197,214.58306510450197,54,368,137.2,130.56526677830092,17047.288888888892,2,2,0,3,9,0,0,0,1.0,137.2,122.8,151.6,100,368.0,0.2,15793.313591691345,292.0,0.4,25063.30200420583,5,614,5,758,65535,64240,4,20,2589.000000,5565.560551283222,17139.000000,0.000000,0,0,0,0
10.64.69.76:51811-10.64.69.20:5000,10.64.69.76,51811,10.64.69.20,5000,6,2025-08-16T09:57:28.921811,37407,5,5,625,670,379,60,125.0,142.01408380861386,261,54,134.0,104.58728412192373,34619.188921859546,267.3296441842436,4156.333333333333333333333333,7558.261225308371,21513.000000,0.000000,37226.000000,9306.500000,17667.34293359738,35788.000000,0.000000,37389.000000,9347.250000,9380.848837747397,21513.000000,1478.000000,1,2,0,0,100,100,133.6648220921218,133.6648220921218,54,379,129.5,117.67587310536987,13847.611111111113,2,2,0,3,9,0,0,0,1.0,129.5,125.0,134.0,100,379.0,0.2,10131.79351458283,248.0,0.4,13259.55035153848,5,625,5,670,65535,64240,4,20,4156.333333333333333333333333,7558.261225308371,21513.000000,0.000000,0,0,0,0
