Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
10.64.69.20:5000-10.64.69.76:52227,10.64.69.20,5000,10.64.69.76,52227,6,2025-08-16T10:06:25.935089,42825,3,3,550,180,261,54,183.33333333333334,112.75785264598352,60,60,60.0,0.0,17046.117921774665,140.10507880910683,8565.000000,18361.21699397946,41393.000000,0.000000,42825.000000,21412.500000,28256.694082995626,41393.000000,1432.000000,0.000000,0.000000,0.0,0.000000,0.000000,2,0,0,0,60,60,70.05253940455341,70.05253940455341,54,261,121.66666666666667,98.2296628654841,9649.066666666666,2,0,0,2,6,0,0,0,1.0,121.66666666666667,183.33333333333334,60.0,60,248.0,0.6666666666666666,11582.019848219497,0,0.0,0.0,3,550,3,180,0,0,2,20,8565.000000,18361.21699397946,41393.000000,0.000000,0,0,0,0
10.64.69.76:52236-10.64.69.20:5000,10.64.69.76,52236,10.64.69.20,5000,6,2025-08-16T10:06:30.670852,27263,5,5,614,757,368,60,122.8,137.0955870916347,363,54,151.4,137.61104606825717,50287.93603051755,366.7974911051609,3029.222222222222222222222222,6551.774087561662,19876.000000,0.000000,27149.000000,6787.250000,12978.18054466804,26244.000000,0.000000,27192.000000,6798.000000,8970.585228029067,19876.000000,878.000000,1,2,0,0,100,100,183.39874555258044,183.39874555258044,54,368,137.1,130.37250050869199,16996.988888888893,2,2,0,3,9,0,0,0,1.0,137.1,122.8,151.4,100,368.0,0.2,13498.14767266992,291.5,0.4,21384.293731430877,5,614,5,757,65535,64240,4,20,3029.222222222222222222222222,6551.774087561662,19876.000000,0.000000,0,0,0,0
10.64.69.76:52237-10.64.69.20:5000,10.64.69.76,52237,10.64.69.20,5000,6,2025-08-16T10:06:30.670852,29030,5,5,625,670,379,60,125.0,142.01408380861386,261,54,134.0,104.58728412192373,44609.02514640027,344.47123665173956,3225.555555555555555555555556,5895.475364869043,14979.000000,0.000000,28983.000000,7245.750000,13894.717662358838,28078.000000,0.000000,28767.000000,7191.750000,7415.660787594499,14979.000000,763.000000,1,2,0,0,100,100,172.23561832586978,172.23561832586978,54,379,129.5,117.67587310536987,13847.611111111113,2,2,0,3,9,0,0,0,1.0,129.5,125.0,134.0,100,379.0,0.2,13055.45986910093,248.0,0.4,17085.773337926283,5,625,5,670,65535,64240,4,20,3225.555555555555555555555556,5895.475364869043,14979.000000,0.000000,0,0,0,0
18.97.36.72:443-10.64.69.20:39066,18.97.36.72,443,10.64.69.20,39066,6,2025-08-16T10:06:30.905244,2457801,3,3,222,369,90,66,74.0,13.856406460551018,209,66,123.0,75.78258375114957,240.45884919080106,2.441206590769554,491560.200000,639337.7276050586,1576951.000000,143.000000,2457801.000000,1228900.500000,1025108.9641421052,1953762.000000,504039.000000,2080847.000000,1040423.500000,1410794.701086058,2038006.000000,42841.000000,1,2,0,0,60,60,1.220603295384777,1.220603295384777,66,209,98.5,55.62643256582252,3094.3,0,0,0,3,6,0,0,0,1.0,98.5,74.0,123.0,60,90.0,0.3333333333333333,36.61809886154331,151.5,0.6666666666666666,123.28093283386247,3,222,3,369,0,0,1,32,220212.500000,232679.63229227148,461055.000000,143.000000,1576951.000000,0,1576951.000000,1576951.000000
10.64.69.76:52252-10.64.69.20:5000,10.64.69.76,52252,10.64.69.20,5000,6,2025-08-16T10:06:36.102961,28309,5,5,614,758,368,60,122.8,137.0955870916347,364,54,151.6,137.9956521054196,48465.15242502384,353.2445512027977,3145.444444444444444444444444,5818.337178935041,17020.000000,0.000000,28270.000000,7067.500000,12745.118503437567,26125.000000,0.000000,28105.000000,7026.250000,7364.018666235622,17020.000000,987.000000,1,2,0,0,100,100,176.62227560139885,176.62227560139885,54,368,137.2,130.56526677830092,17047.288888888892,2,2,0,3,9,0,0,0,1.0,137.2,122.8,151.6,100,368.0,0.2,12999.399484262955,292.0,0.4,20629.481790243386,5,614,5,758,65535,64240,4,20,3145.444444444444444444444444,5818.337178935041,17020.000000,0.000000,0,0,0,0
10.64.69.76:52253-10.64.69.20:5000,10.64.69.76,52253,10.64.69.20,5000,6,2025-08-16T10:06:36.102961,26763,5,5,625,670,379,60,125.0,142.01408380861386,261,54,134.0,104.58728412192373,48387.699435788214,373.6501886933453,2973.666666666666666666666667,4909.357799142368,13448.000000,0.000000,26714.000000,6678.500000,11969.726382280702,24569.000000,0.000000,25768.000000,6442.000000,5948.515164868176,13448.000000,1405.000000,1,2,0,0,100,100,186.82509434667264,186.82509434667264,54,379,129.5,117.67587310536987,13847.611111111113,2,2,0,3,9,0,0,0,1.0,129.5,125.0,134.0,100,379.0,0.2,14161.342151477787,248.0,0.4,18533.04935918993,5,625,5,670,65535,64240,4,20,2973.666666666666666666666667,4909.357799142368,13448.000000,0.000000,0,0,0,0
10.64.69.20:39066-18.97.36.72:443,10.64.69.20,39066,18.97.36.72,443,6,2025-08-16T10:06:40.028465,401249,2,2,374,250,308,66,187.0,171.1198410471445,184,66,125.0,83.43860018001261,1555.1440626643305,9.968872196566222,133749.6666666666666666666667,231620.5160609339,401202.000000,1.000000,401249.000000,401249.000000,0,401249.000000,401249.000000,1.000000,1.000000,0,1.000000,1.000000,1,1,0,0,40,40,4.984436098283111,4.984436098283111,66,308,156.0,115.59700111450411,13362.666666666664,0,0,0,2,4,0,0,0,1.0,156.0,187.0,125.0,40,308.0,0.5,767.6031591355991,184.0,0.5,458.5681210420462,2,374,2,250,0,0,1,32,133749.6666666666666666666667,231620.5160609339,401202.000000,1.000000,0,0,0,0
10.64.69.76:52260-10.64.69.20:5000,10.64.69.76,52260,10.64.69.20,5000,6,2025-08-16T10:06:41.104021,30703,5,5,614,758,368,60,122.8,137.0955870916347,364,54,151.6,137.9956521054196,44686.18701755528,325.7010715565254,3411.444444444444444444444444,6055.016476259811,17688.000000,0.000000,30678.000000,7669.500000,13546.85903324703,27965.000000,0.000000,30578.000000,7644.500000,7471.303523036214,17688.000000,1711.000000,1,2,0,0,100,100,162.8505357782627,162.8505357782627,54,368,137.2,130.56526677830092,17047.288888888892,2,2,0,3,9,0,0,0,1.0,137.2,122.8,151.6,100,368.0,0.2,11985.799433280135,292.0,0.4,19020.942578901086,5,614,5,758,65535,64240,4,20,3411.444444444444444444444444,6055.016476259811,17688.000000,0.000000,0,0,0,0
10.64.69.76:52261-10.64.69.20:5000,10.64.69.76,52261,10.64.69.20,5000,6,2025-08-16T10:06:41.104022,35278,5,5,625,670,379,60,125.0,142.01408380861386,261,54,134.0,104.58728412192373,36708.43018311696,283.4627813368105,3919.777777777777777777777778,6975.438369338836,19846.000000,12.000000,35256.000000,8814.000000,15460.601626931168,31996.000000,548.000000,34667.000000,8666.750000,8752.368379473068,19846.000000,1295.000000,1,2,0,0,100,100,141.73139066840525,141.73139066840525,54,379,129.5,117.67587310536987,13847.611111111113,2,2,0,3,9,0,0,0,1.0,129.5,125.0,134.0,100,379.0,0.2,10743.239412665118,248.0,0.4,14059.753954305801,5,625,5,670,65535,64240,4,20,3919.777777777777777777777778,6975.438369338836,19846.000000,12.000000,0,0,0,0
10.64.69.76:52268-10.64.69.20:5000,10.64.69.76,52268,10.64.69.20,5000,6,2025-08-16T10:06:46.104204,44088,5,5,614,757,368,60,122.8,137.0955870916347,363,54,151.4,137.61104606825717,31096.897114861185,226.81908909453819,4898.666666666666666666666667,9600.908824168679,27576.000000,0.000000,43448.000000,10862.000000,20983.321900976498,42327.000000,0.000000,44028.000000,11007.000000,12517.589810609175,27576.000000,1172.000000,1,2,0,0,100,100,113.40954454726909,113.40954454726909,54,368,137.1,130.37250050869199,16996.988888888893,2,2,0,3,9,0,0,0,1.0,137.1,122.8,151.4,100,368.0,0.2,8346.942478679006,291.5,0.4,13223.552894211576,5,614,5,757,65535,64240,4,20,4898.666666666666666666666667,9600.908824168679,27576.000000,0.000000,0,0,0,0
